_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	load	secondary
v000056	-0.135130254	0.3174444105	0.1877449298	0.5891884241	0.1884084361	-0.105147701	-0.102265678	fac2	1
v000057	0.2021600981	-0.029396345	0.1306625097	-0.099931271	0.2363943276	-0.386379844	0.0825231447		
v000063	-0.456777086	-0.1998562	0.4639518161	-0.316864876	-0.06295283	-0.148586515	0.0113035029	fac1	1
v000064	-0.17178121	0.1275062408	-0.243626418	0.6633127863	0.3553093624	0.3144474591	0.1296546933	fac5	1
v000067	0.0024482274	-0.199479431	0.1332077764	0.0332033888	0.4890560313	-0.353579838	0.2607963782	fac6	1
v000069	0.1011803201	-0.064738212	0.2122961668	-0.343490034	0.431552604	0.0212486781	0.1335875732	fac4	1
v000071	-0.174586672	-0.18044223	0.0366599062	-0.259200289	0.5576591269	0.1258511426	-0.160438263		
v000072	-0.20661753	-0.086259583	0.0242753742	-0.229920151	0.4359189396	0.0565285697	-0.04101424		
v000073	0.0820281704	-0.499637899	-0.026461539	0.135103971	0.4261607467	-0.142949753	0.2525441668	fac5	1
v000074	-0.212318958	-0.218753649	0.1357562773	0.35615062	0.607997945	-0.169633839	0.0018501837	fac4	1
v000078	0.1935307824	-0.076300753	0.3022835035	0.2829122536	-0.032743012	-0.194846439	0.4810295481	fac3	1
v000079	1.0158018247	0.0723610923	-0.042724343	0.1579032107	0.0324615329	0.0464214546	0.2022864243		
v000080	-0.182777489	-0.249163607	-0.05895183	0.8234963397	0.0963428766	0.0438244339	-0.00652735		
v000082	-0.218491747	0.0204855589	-0.192341637	0.222317419	0.0780784731	0.221896273	0.6493898305		
v000084	-0.109078683	-0.152982992	0.0102059063	0.044947338	0.1117637957	-0.463352253	0.1563285535		
v000089	-0.190578953	-0.088197163	0.3935653254	-0.435926527	0.456372376	-0.134058392	-0.056304683	fac4	1
v000091	0.2162566304	-0.024626998	0.3270090373	0.0002754689	0.0229284421	0.2570446347	0.3075217973	fac7	1
v000093	0.1007356651	0.01019474	0.3866537733	0.0439857749	0.1535249803	-0.168302633	0.2744515509		
v000095	-0.150676747	0.2867970695	0.1170253338	-0.194487721	0.2596433264	0.0881402718	0.4645869727		
v000096	-0.178930132	0.5148671577	-0.226435446	0.3136216259	0.0787905231	-0.163885593	0.3103303192	fac4	1
v000099	-0.329669276	-0.059209139	-0.324938088	0.9444593938	0.2522576115	-0.187613834	-0.243778046	fac1	1
v000106	-0.129099142	0.124677879	-0.394735529	0.2758034947	0.112875892	-0.066166535	0.5064331955	fac3	1
v000107	-0.072981362	-0.018151108	0.1768666037	0.2731192391	0.1908174552	0.053684935	0.2946806916		
v000108	-0.263819336	0.0734673037	0.0283888959	0.1189622892	0.2258496743	-0.098473088	0.2346274253		
v000109	-0.066045561	-0.194654189	0.2796331877	-0.36973069	0.673484996	0.2450530137	-0.190787435	fac4	1
v000113	1.2624298411	0.0360435757	0.097951128	0.2173301524	0.2012323104	-0.161057174	-0.046018996		
v000114	-0.181083174	-0.232512376	0.1928382126	0.0627351293	0.4603330673	-0.131353696	0.0482762904		
v000117	-0.064734175	-0.173635695	0.1991286615	0.0368430877	0.0832703579	0.3387133793	0.3538389803	fac6	1
v000118	0.147101253	-0.091766562	-0.268808471	0.0649191123	0.3941431493	-0.11776997	0.1625251376		
v000120	-0.213894886	0.4356761402	-0.33088095	0.0009046663	0.1659625337	-0.268701098	0.3202750804	fac3	1
v000121	-0.337758606	0.0125041041	0.1660792162	-0.00127349	-0.063501974	0.0071587333	0.4994036794	fac1	1
v000122	0.6326063167	-0.120683941	0.0403860771	0.0754796186	0.341391511	0.2467259751	-0.024669247	fac5	1
v000127	-0.241933919	0.3289440228	0.2280987647	0.0019666041	0.2205528683	0.4910991643	0.0951659732	fac2	1
v000131	-0.22701009	0.1430610449	0.0888950573	0.0872929279	0.4022335886	-0.005758662	0.2155015008		
v000132	-0.076531673	0.1399660834	-0.113360465	0.403265321	0.4314186013	-0.132204648	0.3644932015	fac4	1
v000136	-0.294753362	-0.183723481	-0.51969487	0.1663287353	0.2574287124	-0.08556924	0.481909876	fac7	1
v000142	-0.405551125	0.2248787865	0.5110870577	0.0364052616	-0.00800601	0.0664893795	-0.012805662	fac1	1
v000144	-0.268108326	-0.032121651	0.515021133	-0.255515466	0.3021310849	0.1323320481	0.1540528093	fac5	1
v000146	-0.336419887	0.8031907924	0.0849494505	0.1938193261	0.1317988463	-0.002361088	0.0689585285	fac1	1
v000150	-0.307188189	-0.083420109	0.2723616558	-0.277309134	-0.073036571	-0.005267299	0.2945586065		
v000160	-0.296405514	-0.264170229	-0.248352583	0.1410157765	0.5312656213	0.4043810558	-0.160933572	fac6	1
v000169	0.2087990266	-0.452595667	0.061222575	0.2173522358	0.012357996	0.0218145342	0.1593915759		
v000175	-0.098529514	-0.087606814	0.0731068212	0.1424201425	-0.058700523	0.5701125634	0.3802872505	fac7	1
v000176	-0.124129177	-0.238843149	0.2572461382	-0.213651084	-0.044290786	-0.17958612	0.3287234562		
v000179	0.5406349672	-0.01533085	0.2281227802	-0.021388701	0.2899434787	-0.066364286	-0.073347642		
v000181	-0.074531857	0.8628719225	0.0878137793	0.2182428604	0.1267114493	0.0033592235	-0.505021443	fac7	1
v000182	-0.168130539	0.1254320397	-0.019623076	0.067381532	-0.22866143	0.1355942125	0.7516088889		
v000185	-0.23356489	0.0028083607	0.2318562797	0.1410860752	0.3292065299	-0.018182589	-0.02178078		
v000188	0.2855977581	-0.346931662	0.6512714088	0.2614815738	0.0631343928	-0.025192711	0.0043144983	fac2	1
v000193	0.114670718	-0.058993275	-0.292451158	-0.895735442	0.5636622161	-0.071561934	-0.451143286	fac5	1
v000197	-0.407370179	-0.081027298	0.1918197989	-0.386491149	0.2857564221	0.141591118	-0.132210688	fac4	1
v000198	0.130338971	-0.232276835	0.0389485615	0.2608057852	0.0726787693	0.6808964101	-0.148910618		
v000202	0.3939275006	-0.163818116	0.2095599007	0.0184916083	0.2963097205	-0.124950799	0.2241377107		
v000203	-0.117915297	0.0474998564	-0.38337943	-0.28074807	0.5136493434	0.063706022	-0.008984262	fac3	1
v000205	-0.371412254	0.4850398089	0.1704870916	-0.188859309	0.389732935	0.2549133059	-0.22935617	fac5	1
v000206	-0.252579124	-0.136036838	-0.109394114	0.1957913457	0.0523236598	0.6850968464	-0.133132745		
v000207	-0.271276324	-0.119116012	0.34413686	-0.160795318	0.0728606734	0.1148989521	0.1476353365		
v000211	-0.208103324	-0.125824684	-0.165698587	-0.108794632	0.1234680192	-0.126653117	0.4639719495		
v000215	0.0147587684	-0.233224557	0.018972978	-0.167489514	0.2329986173	0.2405630372	0.1041227277		
v000219	0.3731885537	-0.0999172	0.5738535859	0.0021789146	0.1869768838	0.0396862722	-0.077918408	fac1	1
v000220	-0.278486577	0.0792061339	0.1496527756	-0.007535084	-0.033784501	0.1668223614	0.1909025258		
v000221	-0.157744787	0.1342708283	-0.342212179	0.2124703414	-0.020036054	-0.288717339	0.2336579234		
v000225	-0.54738601	0.1329272456	0.0535544241	-0.540088634	-0.042477571	-0.315213504	0.0728342191	fac4	1
v000228	0.2304068864	0.2390537752	-0.015283108	-0.038878421	0.4484073987	-0.235631355	0.0627977318		
v000236	0.5778580772	0.0148906078	0.1835274205	-0.030622884	0.3361688278	-0.092102256	0.2078183973	fac5	1
v000237	-0.137391695	0.2380404905	-0.062107737	0.0209406874	-0.123222548	0.8949040363	0.1284484091		
v000244	-0.173297543	-0.430031717	-0.158990375	0.4785409055	0.3281732041	0.1094245909	-0.145168498	fac2	1
v000249	-0.291997701	-0.531399738	0.3532982367	0.1804366104	-0.157218531	0.0141920448	0.1344015712	fac3	1
v000250	0.0164996573	0.0001693307	0.0448360769	-0.16246194	0.0554037593	-0.170644752	0.3463693064		
v000254	-0.375991451	-0.530588142	0.1593316605	0.2867453177	-0.040509644	-0.209537022	0.1304754757	fac1	1
v000255	-0.122971924	-0.018554794	0.0348097829	-0.119032964	-0.113525576	-0.212288083	0.606354245		
v000263	-0.002243598	-0.208103376	-0.3430015	-0.37669465	0.6130200719	-0.163211577	-0.031390744	fac4	1
v000265	-0.24284009	0.0020673159	-0.073707272	0.1501164966	0.040785427	0.0205273624	0.2062007115		
v000268	-0.229324032	-0.166026933	0.8570504668	-0.098846278	-0.118255727	-0.157932042	-0.231361362		
v000270	0.1775072253	0.1583060248	0.2151832262	-0.070343373	0.38434573	0.0809269727	0.1192496426		
v000272	0.1036350683	0.1041199916	0.3648501068	-0.310215034	0.0560505038	-0.310667297	0.0397443398	fac6	1
v000284	0.2757451059	0.3312161306	-0.046380139	0.0179054424	-0.060366278	0.0893842181	0.4504537369	fac2	1
v000288	-0.056483371	0.0437679291	-0.079830818	0.8604816154	0.3773387074	0.0502660066	-0.446234932	fac7	1
v000299	0.200844778	0.3640220654	0.4665844033	0.304948521	0.1830427879	-0.039872488	-0.231736023	fac2	1
v000308	-0.073386443	-0.050480258	0.6778071255	-0.121162027	-0.193095312	-0.318531658	-0.061001489	fac6	1
v000309	0.0148872391	0.6312727769	0.3346729324	0.3434278192	0.2420937889	-0.149429476	0.0313262961	fac4	1
v000311	0.4798823214	-0.252796017	-0.025981903	-0.209352	0.5404161622	-0.202986848	0.1234161436	fac1	1
v000317	-0.15245414	1.1396714451	-0.005317981	0.2045724376	-0.039589271	-0.148873964	-0.256350663		
v000318	-0.222812212	0.5568032253	0.2662152249	0.0022208986	0.3435291963	0.0690768844	-0.162228262	fac5	1
v000320	-0.282979565	-0.460134044	-0.205639982	0.198497174	-0.483650983	0.6444721294	0.1342164131	fac5	1
v000323	0.0722941247	0.1865372179	0.1258733521	0.0029784985	0.4239720673	-0.162850563	-0.206916824		
v000326	-0.195544017	-0.011981482	0.641964273	0.0689672912	0.1886879323	-0.029607161	-0.263698287		
v000327	-0.02568577	0.3296411319	-0.043159829	0.0429628311	0.5262200925	-0.028915948	-0.065666227	fac2	1
v000328	0.0543394695	-0.052775684	-0.309155828	-0.164212586	0.0096530734	0.9785229074	-0.360280282	fac7	1
v000330	0.6511285791	0.155480036	0.019742703	-0.108244363	0.093843727	0.0650140845	0.0553693397		
v000331	-0.091142087	-0.127406082	0.0635551054	0.2734043819	-0.139878991	0.7934178054	0.0638281047		
v000332	-0.383532746	0.1873756907	0.2224665048	-0.147089512	-0.197166068	0.2573804759	0.2515219896		
v000338	-0.062119987	-0.335940367	-0.302056809	0.0145638417	0.2311871913	0.0275181919	-0.089646295	fac3	1
v000340	-0.085594124	0.3481705649	-0.198089101	0.1173536463	0.242722705	-0.337305634	0.0354748681	fac6	1
v000341	-0.189352125	-0.001190926	-0.244730523	-0.321270656	0.392025808	-0.328497974	-0.06941622	fac6	1
v000342	0.0282487489	-0.004340765	0.067427987	-0.135926196	0.227093064	-0.312311361	0.0042643718		
v000344	0.0170325758	0.5513651877	0.1384883236	0.1529619345	0.3998491056	0.1347815831	0.1560828644	fac5	1
v000347	0.1402286064	-0.192166015	-0.572410314	0.3071519602	0.2876618567	0.4681343214	0.3437116716	fac6	1
v000351	-0.319616275	0.0075137362	-0.018851526	-0.547643527	0.1030994516	-0.292547485	-0.031538744	fac1	1
v000354	-0.019998388	0.0213333099	-0.104919599	-0.098743006	0.5603845974	-0.301423507	0.1214671778	fac6	1
v000362	0.001595841	-0.180710287	0.5214642072	0.0198313496	0.0620740271	-0.020787491	0.273765846		
v000369	-0.24529534	-0.519927951	0.4188557621	0.2241868954	-0.067700742	0.0493014876	0.0445847727	fac3	1
v000377	-0.23077369	-0.308803782	0.0394777372	0.051563074	-0.329634036	-0.086443651	0.6138263062	fac5	1
v000382	-0.314136873	-0.052086593	0.3393765396	-0.062382299	-0.290172729	-0.023009218	0.3476261623	fac3	1
v000387	-0.063164495	0.0271066979	0.478091734	0.3871781626	-0.042125179	0.2970731706	-0.025072436	fac4	1
v000389	-0.269542893	-0.379865857	-0.137170006	-0.044487364	-0.197251794	-0.139538466	0.4628363342	fac2	1
v000392	-0.227310664	0.0005942237	0.2148120761	-0.126186214	-0.039091243	0.8822731862	-0.008681102		
v000395	-0.142442822	0.4771997026	0.1739008496	0.2330800969	0.1579386984	0.5576554323	0.0290431763	fac2	1
v000402	0.1219770404	0.5081567086	0.1342378064	0.2139515183	0.1502535878	0.299389271	0.1226494871		
v000403	-0.16570556	-0.158388841	-0.265533938	-0.04046529	0.182170422	0.3423473372	0.1455314704		
v000406	-0.080875622	-0.224731016	0.2332112739	0.1311767328	0.0459273576	-0.507743935	0.057087903		
v000409	0.0069173771	0.0384421123	-0.397511399	-0.060385831	-0.010096628	0.4953052945	0.6360430616	fac6	1
v000412	0.1403849534	0.0609155894	-0.234822199	0.0572462701	0.4140299502	0.0672125057	0.0652128407		
v000421	1.0976095796	-0.09365169	0.0538721413	-0.05219325	0.0409462407	0.003121039	-0.066907642		
v000423	0.0535549211	-0.071574905	0.2326374541	-0.055586233	-0.189996062	-0.164007427	0.3757121985		
v000425	-0.080296177	0.1247492017	0.1965869325	-0.081478164	0.0786010759	-0.15418408	-0.217790809		
v000430	0.2948463689	0.1477881307	0.2832476015	0.2422599402	-0.319734968	-0.224921594	0.1441138036		
v000431	-0.39645666	1.0211142579	0.11610964	0.1842410095	0.1552487574	-0.341364149	-0.391906718	fac1	1
v000434	1.002244866	-0.121957944	0.1792520058	0.2329446173	-0.081831314	-0.136906288	-0.149372827		
v000438	-0.097814041	-0.254968788	0.1126086216	0.651456127	-0.154713774	0.2386112576	-0.457747605	fac7	1
v000442	0.2407641487	0.0028706907	0.0024527595	0.1938636727	-0.341622569	-0.389987021	0.4184023491	fac6	1
v000444	0.1412554965	0.1461939534	0.0035619951	-0.003901992	0.2785902362	-0.221582258	-0.088677481		
v000451	0.2101540205	0.8008074559	0.0318740401	0.3018745662	0.2858399064	0.1744200783	0.2296180355	fac4	1
v000455	-0.384731242	-0.010444246	0.5990237909	0.000268653	-0.059026708	-0.100424849	-0.197639154	fac1	1
v000466	0.01418132	0.2932468028	0.0108145829	0.9467135244	-0.008452879	-0.134095644	-0.275950887		
v000467	-0.079407928	-0.635130235	0.1871168101	0.8105129658	0.0867361262	-0.239207197	-0.641607691	fac7	1
v000473	-0.23457897	0.7670655835	-0.265141611	0.3184721672	0.2654000631	-0.340018135	0.1585540626	fac6	1
v000474	-0.076919933	-0.195274528	0.5153497099	-0.021845218	-0.057395735	0.0876718259	0.019419769		
v000482	-0.106026248	-0.04255724	-0.183264045	0.0423342622	-0.060121886	-0.239286755	0.611009717		
v000484	-0.193828851	-0.413692413	0.3906178334	0.2174288449	-0.124565376	0.4065218306	-0.086547536	fac6	1
v000485	-0.211346865	-0.280294399	0.5997215316	-0.230446512	0.3053149222	-0.118286615	-0.240763508	fac5	1
v000493	-0.231868924	-0.171704144	0.0473500999	0.0608055014	-0.073919093	-0.089187569	0.5522725251		
v000494	-0.202327874	0.013169861	0.1022382337	0.0105036143	-0.301610156	-0.028311293	0.481991309	fac5	1
v000498	-0.114909292	-0.163738308	0.6325277161	0.1205307625	0.0323067408	-0.185561717	0.0981607976		
v000499	0.1323888496	0.803855279	-0.085632212	0.3285614456	-0.035235674	0.1153119342	-0.03412417	fac4	1
v000502	-0.195490168	0.1694993925	-0.340023166	-0.281081497	0.3385752821	-0.192046945	0.2502263266	fac5	1
v000504	0.0187629711	-0.19855371	0.1657306369	0.0212371898	0.6158945851	0.4816440569	-0.331670218	fac6	1
v000505	-0.140341035	0.0391624281	0.2292977495	-0.340974593	0.527790578	-0.056396907	-0.244361112	fac4	1
v000512	-0.055641928	0.0385327198	0.2814186734	-0.118534508	-0.053148966	0.6340683922	-0.270679335		
v000515	-0.039921497	-0.139598768	0.6599681964	-0.095038518	-0.118597444	0.4208775349	-0.050583732	fac6	1
v000516	1.0754433602	-0.089513686	-0.098506496	-0.078317495	-0.014163422	-0.1288559	-0.176757981		
v000522	-0.17073575	-0.426223611	0.0100655163	0.1173063797	-0.316513361	-0.033077382	0.1477697929	fac5	1
v000525	0.0983871504	-0.392274481	0.0994057412	0.0541087874	0.0167700886	-0.486400455	0.1306457089	fac2	1
v000527	-0.163384643	-0.015225968	0.196563875	0.059526841	-0.159050434	-0.395236755	0.1950859045		
v000537	0.3710074512	-0.062159408	0.0588313532	0.0457574277	-0.138048593	-0.162409287	0.0841309618		
v000538	-0.143812145	0.285854894	0.1576675971	-0.180482239	-0.300322328	0.2067179964	0.2971405391		
v000542	-0.391648579	-0.05936159	0.0318356728	0.0166516561	-0.479182445	-0.336798746	0.7198781523	fac5	1
v000543	0.9851346361	-0.086486339	-0.285229414	0.0219378367	-0.099783485	0.0295819229	0.1455558037		
v000544	-0.242602435	0.3343397666	-0.026527248	-0.533073187	0.0115248267	-0.135789418	-0.187007871	fac2	1
v000549	-0.397756952	-0.285656981	-0.365819435	0.5191411985	-0.20207929	0.0088510972	-0.367891196	fac1	1
v000550	0.2362778885	-0.380974485	0.0934497647	-0.075664141	0.16094694	0.0765683236	-0.182018348		
v000552	0.0530443634	0.039084749	0.4077452889	-0.103132921	0.0416213361	-0.156243863	0.0321663754		
v000555	-0.06014326	-0.19489935	-0.409359973	0.3361189079	0.1699966174	0.0639994846	0.3619689489	fac7	1
v000559	-0.171001058	0.3208488794	-0.268828157	0.0223623238	0.0266386044	0.6701262036	-0.366697898	fac7	1
v000563	0.0388945184	0.0817493667	-0.390148421	-0.254323646	-0.224041748	0.058087042	0.1655198364		
v000572	0.8263112888	-0.05796788	-0.017503024	0.2405817537	-0.300163824	-0.191854109	-0.260883449	fac5	1
v000574	-0.069619128	-0.241123771	0.2950431948	0.1017942609	-0.516376195	-0.030734341	0.3455356163	fac7	1
v000577	-0.015293848	-0.071234495	0.1888869438	0.0558520269	0.1143881071	0.0246099696	-0.122717449		
v000582	0.0340843545	-0.177242458	-0.056178791	-0.122055693	-0.36834288	-0.216672639	0.1741179328		
v000583	-0.14252089	-0.254358207	-0.111566694	-0.584536241	0.3214982563	-0.208882023	-0.178998499	fac5	1
v000586	0.0642131222	-0.305732241	0.1321297408	-0.056168274	-0.025396968	0.3349986039	-0.156004474	fac2	1
v000596	0.8862312511	-0.029419916	0.0542532191	-0.134907255	-0.075883644	-0.22849723	-0.268570992		
v000597	-0.150731541	0.6920861543	-0.089324469	-0.080742439	-0.065377924	0.1445099282	-0.018902541		
v000600	0.2364854693	0.3953733076	-0.335879046	-0.084385726	-0.087381647	-0.089032484	0.2058564222	fac3	1
v000603	-0.036904972	-0.116595828	-0.142534236	-0.081952748	-0.254962283	-0.285954482	0.0822221426		
v000606	0.221674179	0.0197003001	0.1752513207	-0.190784186	-0.084732265	-0.04079466	0.0461069168		
v000609	-0.097362431	0.1769171536	-0.031070531	-0.185060884	0.0719945568	0.2008494998	-0.365151819		
v000613	1.0121568028	-0.095117598	-0.013667674	-0.050946941	-0.213034134	-0.145547889	-0.389895105	fac7	1
v000614	-0.056861874	0.0460483515	0.1501174062	-0.083773887	-0.283246954	-0.167641767	0.1290720164		
v000621	-0.143376995	0.0720845114	0.1260496681	-0.335486309	0.0966816121	0.7892684593	-0.143606012	fac4	1
v000622	0.0218008246	-0.229924358	-0.589858898	-0.110952064	0.1650461605	0.3320765578	0.1257235632	fac6	1
v000623	0.0210763125	0.7180606226	0.1391350038	0.4353339933	-0.137862858	0.584616369	-0.414275203	fac6	1
v000632	-0.086162207	-0.248523132	-0.527492518	0.0617030184	-0.019723505	-0.061134354	-0.238768951		
v000634	-0.156032779	-0.129948424	-0.494804133	0.0728466846	0.2529076573	-0.054050387	0.2072293708		
v000651	-0.420886888	1.008579681	-0.08603716	-0.161878696	-0.040543476	-0.386928411	-0.340371377	fac1	1
v000652	-0.056349617	-0.022625595	0.0617319783	-0.115367965	-0.453965693	-0.046967622	0.3431536971	fac7	1
v000653	-0.161653772	0.0224339001	0.3269620161	0.0472297693	0.1237001305	0.1685869614	-0.63696696	fac3	1
v000655	-0.153226841	-0.165523341	-0.520987419	0.0002773425	-0.254694497	-0.159737155	0.2602970323		
v000657	-0.194341224	-0.364303661	0.3258888171	-0.132734346	-0.634102013	-0.046141238	0.2067737571	fac2	1
v000659	-0.352777544	-0.108599226	0.3104960277	-0.112289355	-0.419554809	0.1141139538	0.3361280118	fac1	1
v000662	0.117010073	0.0559234263	-0.353881182	-0.00827703	-0.092023738	0.0512951986	0.524970556	fac3	1
v000663	0.2415648571	-0.195150673	-0.092991385	-0.026616177	-0.2194271	-0.228200649	-0.166396685		
v000664	-0.074030451	-0.110741656	0.0392299668	-0.424418495	-0.030801472	-0.162437653	0.0745995655		
v000671	-0.268377221	0.003236516	-0.009978911	-0.398488362	0.0121345217	-0.050363642	-0.107693305		
v000673	-0.276326512	0.1546234699	-0.137340454	0.6044800624	0.016928452	-0.165548058	-0.574832095	fac7	1
v000681	0.0913572557	-0.108286612	0.1619274713	-0.151844702	-0.402366392	-0.192873006	0.2423277999		
v000703	-0.06539864	-0.177999364	-0.431898296	0.1365490932	0.0767234922	0.8042708961	-0.242287165	fac3	1
v000704	-0.233089055	-0.162081964	-0.497838944	-0.006359449	0.065531618	-0.290737414	0.1585536043		
v000706	-0.197227371	1.0951528495	-0.103012704	-0.002120029	-0.086026934	0.102234292	-0.073023982		
v000707	-0.098553274	-0.053626183	-0.344514043	-0.568947428	0.3269938822	-0.120802272	-0.188358887	fac3	1
v000716	-0.109100427	-0.284593923	-0.057730107	-0.462422733	0.361536705	0.2006099654	-0.541386314	fac4	1
v000717	0.0939779473	-0.07860345	-0.465572574	0.5758813183	-0.041238555	-0.328594509	-0.180723588	fac3	1
v000719	-0.442190815	-0.276299	-0.361026997	0.1919705449	-0.408672737	-0.090705208	-0.183986377	fac5	1
v000724	1.0108416412	-0.097181961	-0.145803434	0.0082868429	-0.371619808	-0.025963662	-0.343992381	fac5	1
v000726	-0.174003907	-0.291609379	-0.523244845	0.2452626554	0.0522731575	-0.220480379	-0.350593656	fac7	1
v000731	-0.092854785	-0.068173971	-0.097823165	0.0035141163	-0.62447923	0.497624868	-0.429547962	fac6	1
v000732	0.0127983164	0.7878762692	-0.295154852	0.2040725027	-0.188896592	-0.016550904	-0.230561441		
v000733	-0.062024911	-0.041132226	-0.140938084	-0.020116479	-0.503842124	-0.085892372	0.3733221419	fac7	1
v000734	-0.300139512	-0.135565934	-0.419192134	0.1531277491	-0.413839795	0.194560236	0.217913578	fac5	1
v000742	-0.112562818	-0.118749533	-0.02676646	0.0190677184	-0.17501043	-0.322619039	0.0074797272		
v000743	0.7792193338	-0.310362641	-0.107697243	0.0454914723	-0.059893578	-0.123383402	-0.231019066	fac2	1
v000747	0.0941826323	0.0268089988	-0.113999444	-0.071771974	-0.143448103	-0.054263008	-0.00674518		
v000759	0.2490745513	-0.051411857	-0.203664269	-0.188219834	-0.710399734	-0.123931658	0.0501722645		
v000760	-0.123439323	-0.076419539	-0.21570448	-0.797672319	0.1229031246	0.1330894001	-0.467372357	fac7	1
v000761	-0.000254328	-0.092301864	-0.052329761	-0.080632216	-0.219399722	-0.195544988	0.0096542805		
v000767	0.6930880932	-0.175938687	-0.101730068	-0.090115379	-0.585105268	-0.07255369	-0.276257604	fac5	1
v000772	-0.090340872	-0.058203482	-0.072582198	-0.155495931	-0.217053201	-0.018601729	0.3182633339		
v000780	0.0787321225	0.1593795571	-0.362333282	0.5211256447	0.0368272542	0.0972233701	0.0928921579	fac3	1
v000784	-0.106048179	-0.161062716	0.5417951296	-0.035966994	-0.136316589	-0.272849915	-0.397373742	fac7	1
v000791	-0.129423582	-0.068506554	-0.467585911	-0.46656705	-0.320458432	-0.235212035	0.0479380911	fac4	1
