_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	load	secondary
v000662	0.117010073	0.0559234263	-0.353881182	-0.00827703	-0.092023738	0.0512951986	0.524970556	fac7	
v000663	0.2415648571	-0.195150673	-0.092991385	-0.026616177	-0.2194271	-0.228200649	-0.166396685		
v000664	-0.074030451	-0.110741656	0.0392299668	-0.424418495	-0.030801472	-0.162437653	0.0745995655	fac4	
v000671	-0.268377221	0.003236516	-0.009978911	-0.398488362	0.0121345217	-0.050363642	-0.107693305	fac4	
v000673	-0.276326512	0.1546234699	-0.137340454	0.6044800624	0.016928452	-0.165548058	-0.574832095	fac4	
v000681	0.0913572557	-0.108286612	0.1619274713	-0.151844702	-0.402366392	-0.192873006	0.2423277999	fac5	
v000703	-0.06539864	-0.177999364	-0.431898296	0.1365490932	0.0767234922	0.8042708961	-0.242287165	fac6	
v000704	-0.233089055	-0.162081964	-0.497838944	-0.006359449	0.065531618	-0.290737414	0.1585536043	fac3	
v000706	-0.197227371	1.0951528495	-0.103012704	-0.002120029	-0.086026934	0.102234292	-0.073023982	fac2	
v000707	-0.098553274	-0.053626183	-0.344514043	-0.568947428	0.3269938822	-0.120802272	-0.188358887	fac4	
v000716	-0.109100427	-0.284593923	-0.057730107	-0.462422733	0.361536705	0.2006099654	-0.541386314	fac7	
v000717	0.0939779473	-0.07860345	-0.465572574	0.5758813183	-0.041238555	-0.328594509	-0.180723588	fac4	
v000719	-0.442190815	-0.276299	-0.361026997	0.1919705449	-0.408672737	-0.090705208	-0.183986377	fac1	
v000724	1.0108416412	-0.097181961	-0.145803434	0.0082868429	-0.371619808	-0.025963662	-0.343992381	fac1	
v000726	-0.174003907	-0.291609379	-0.523244845	0.2452626554	0.0522731575	-0.220480379	-0.350593656	fac3	
v000731	-0.092854785	-0.068173971	-0.097823165	0.0035141163	-0.62447923	0.497624868	-0.429547962	fac5	
v000732	0.0127983164	0.7878762692	-0.295154852	0.2040725027	-0.188896592	-0.016550904	-0.230561441	fac2	
v000733	-0.062024911	-0.041132226	-0.140938084	-0.020116479	-0.503842124	-0.085892372	0.3733221419	fac5	
v000734	-0.300139512	-0.135565934	-0.419192134	0.1531277491	-0.413839795	0.194560236	0.217913578	fac3	
v000742	-0.112562818	-0.118749533	-0.02676646	0.0190677184	-0.17501043	-0.322619039	0.0074797272	fac6	
v000743	0.7792193338	-0.310362641	-0.107697243	0.0454914723	-0.059893578	-0.123383402	-0.231019066	fac1	
v000747	0.0941826323	0.0268089988	-0.113999444	-0.071771974	-0.143448103	-0.054263008	-0.00674518		
v000759	0.2490745513	-0.051411857	-0.203664269	-0.188219834	-0.710399734	-0.123931658	0.0501722645	fac5	
v000760	-0.123439323	-0.076419539	-0.21570448	-0.797672319	0.1229031246	0.1330894001	-0.467372357	fac4	
v000761	-0.000254328	-0.092301864	-0.052329761	-0.080632216	-0.219399722	-0.195544988	0.0096542805		
v000767	0.6930880932	-0.175938687	-0.101730068	-0.090115379	-0.585105268	-0.07255369	-0.276257604	fac1	
v000772	-0.090340872	-0.058203482	-0.072582198	-0.155495931	-0.217053201	-0.018601729	0.3182633339	fac7	
v000780	0.0787321225	0.1593795571	-0.362333282	0.5211256447	0.0368272542	0.0972233701	0.0928921579	fac4	
v000784	-0.106048179	-0.161062716	0.5417951296	-0.035966994	-0.136316589	-0.272849915	-0.397373742	fac3	
v000791	-0.129423582	-0.068506554	-0.467585911	-0.46656705	-0.320458432	-0.235212035	0.0479380911	fac3	
v000807	0.1661213861	0.2800468953	-0.162893706	-0.296280025	0.1587946987	0.3312918943	-0.133234333	fac6	
v000822	-0.071756348	0.4945146805	0.0829357621	0.0085009874	-0.070730618	-0.38073205	-0.240190202	fac2	
v000839	-0.05681811	-0.177256426	-0.558828523	-0.477286906	0.0902300715	-0.339603834	-0.293293663	fac3	
v000845	0.8931229137	-0.079914872	-0.034571088	-0.007469965	-0.294808771	-0.094421388	-0.304580716	fac1	
v000852	-0.271830163	-0.287243846	-0.533463974	0.0249424713	-0.060030238	-0.252702304	-0.205914397	fac3	
v000854	-0.250472788	-0.121116218	-0.264507027	-0.146468801	-0.418992689	0.4571573621	0.1667787073	fac6	
v000865	-0.231599733	0.3096070694	-0.226101212	-0.173527144	-0.320364947	0.0775895134	0.3109701073	fac5	
v000874	0.0953296071	-0.273523469	-0.384048558	-0.499235656	0.0716645544	-0.134560889	-0.433061022	fac4	
v000875	-0.049327134	0.0111964286	-0.192928476	-0.419885655	0.0610431806	0.1290400815	-0.137636545	fac4	
v000877	-0.041713015	0.2772317402	-0.183904261	0.0141424622	-0.103927534	-0.013341319	-0.246915269		
v000883	-0.078056606	-0.02486906	-0.137822986	-0.497214021	-0.172780892	0.3493946831	0.1695644805	fac4	
v000885	-0.100273457	-0.193333858	0.1808263857	-0.434677488	-0.041029008	-0.147878576	-0.154374885	fac4	
v000909	0.1045229561	-0.017839304	-0.385040822	-0.184813683	-0.452619291	0.2370575097	-0.107101731	fac5	
v000918	-0.266471736	-0.112127668	0.0663247541	-0.621172901	0.0426250454	-0.135944557	-0.249285663	fac4	
v000934	-0.087925042	-0.268744192	0.0409355257	-0.06728588	-0.314527469	-0.288585757	0.0292902668	fac5	
v000946	-0.078087912	0.4039519937	-0.377985933	-0.126403636	-0.489826195	-0.223203127	-0.276349093	fac5	
v000952	-0.255602406	-0.257761764	-0.597304987	0.1444278961	-0.003903593	0.2433137848	-0.239613035	fac3	
v000955	-0.137772948	-0.033688496	-0.12582705	0.125511591	-0.550205367	0.8861452836	-0.15319963	fac6	
v000956	-0.176533386	0.2124987911	-0.015467708	0.108465975	0.1193424469	-0.008096536	-0.485000216	fac7	
v000966	0.0914011736	0.4288442968	-0.197288214	0.5087582874	-0.003649564	-0.105972837	-0.252204238	fac4	
v000967	0.0451985225	0.2860212351	-0.091573425	0.3164192441	-0.066353099	-0.189313512	-0.567918082	fac7	
v000981	0.5269287701	-0.116321749	-0.350735838	0.2150045743	-0.197647375	-0.09826101	0.1216088384	fac1	
v000983	-0.011434017	0.0239447207	0.0107477352	-0.088329856	0.3217722462	-0.131847597	-0.345458385	fac7	
v000985	-0.060742185	-0.121550968	0.2223796918	-0.227092796	-0.43006636	-0.024221187	-0.293967182	fac5	
v000986	-0.079811326	0.2377173883	-0.231297564	-0.317376353	-0.363049076	-0.374553964	-0.415088784	fac7	
v000988	-0.133105466	0.0933895048	0.4504197156	-0.122682863	-0.178059652	0.2681953815	-0.389298682	fac3	
v000998	0.0512601367	-0.116786679	0.1221619747	-0.040588131	-0.428351904	-0.03055018	0.1335500123	fac5	
