file	fac1	fac2	fac3	fac4	fac5	fac6	fac7
t002478	0	0	0	0	0	0	1
t002479	1	0	0	0	0	0	1
t002480	0	0	0	0	0	2	0
t002481	-1	0	0	0	0	3	0
t002482	2	0	0	0	1	0	0
t002483	0	0	0	0	0	2	0
t002484	0	0	0	1	1	0	0
t002485	0	0	0	0	1	0	3
t002486	0	0	0	0	0	0	0
t002487	1	0	0	0	2	0	0
t002488	0	0	0	0	0	0	0
t002489	0	0	0	0	0	0	0
t002490	0	2	0	1	0	0	0
t002491	0	0	0	0	1	1	0
t002492	0	0	0	1	0	0	0
t002493	0	0	0	1	0	0	0
t002494	0	0	0	1	0	0	0
t002495	-1	0	1	0	0	2	0
t002496	0	-1	-1	1	1	0	0
t002497	2	0	1	1	0	0	0
t002498	-1	0	1	0	1	5	0
t002499	0	0	0	0	0	0	0
t002500	0	0	1	0	1	0	0
t002501	0	0	0	0	0	2	0
t002502	0	0	0	0	0	0	1
t002503	1	0	0	0	0	0	1
t002504	0	0	1	0	1	2	1
t002505	-1	0	0	0	0	0	3
t002506	0	0	0	0	0	2	0
t002507	1	0	0	0	1	1	0
t002508	0	0	0	1	0	0	4
t002509	1	0	3	1	1	0	0
t002510	0	0	-1	0	0	2	0
t002511	0	0	-1	0	0	2	0
t002512	0	0	0	0	1	4	0
t002513	0	0	0	1	1	-1	0
t002514	0	1	1	0	0	1	0
t002515	0	0	0	0	1	0	0
t002516	0	2	0	0	1	0	0
t002517	0	0	0	0	0	0	1
t002518	0	0	0	0	0	3	0
t002519	0	0	0	0	0	0	0
t002520	2	0	0	0	2	1	0
t002521	0	1	0	1	0	0	0
t002522	0	1	0	0	0	4	0
t002523	0	0	0	0	-1	1	0
t002524	0	0	0	0	0	4	0
t002525	0	-1	0	0	0	0	0
t002526	0	-1	0	0	0	0	0
t002527	0	1	0	0	0	3	0
t002528	0	1	0	0	0	3	0
t002529	1	0	0	0	-1	0	1
t002530	1	0	0	0	-1	1	1
t002531	1	-1	0	0	2	1	0
t002532	0	0	0	0	0	1	0
t002533	1	0	0	0	0	-1	0
t002534	1	0	0	0	0	1	0
t002535	1	0	0	0	0	1	1
t002536	0	0	0	1	0	0	0
t002537	0	-1	0	1	0	0	2
t002538	2	0	0	0	0	0	1
t002539	0	-2	0	0	0	0	1
t002540	0	1	0	0	0	3	0
t002541	1	0	0	0	0	0	0
t002542	2	0	0	0	0	0	0
t002543	0	-2	0	0	0	0	0
t002544	1	0	1	0	0	1	0
t002545	2	0	0	0	1	0	0
t002546	3	0	0	0	0	1	0
t002547	1	0	1	0	0	0	0
t002548	0	0	0	0	0	1	-1
t002549	0	1	0	0	0	0	0
t002550	0	0	1	0	0	1	0
t002551	0	0	1	0	0	1	0
t002552	0	0	0	0	0	0	0
t002553	0	0	0	0	-1	0	0
t002554	0	0	1	0	0	0	0
t002555	0	0	0	0	0	0	0
t002556	-1	0	0	0	0	2	0
t002557	1	0	2	0	0	1	0
t002558	0	2	1	0	0	0	0
t002559	0	4	1	0	0	2	0
t002560	0	0	0	1	0	0	0
t002561	0	0	0	1	0	0	0
t002562	0	0	0	1	0	0	0
t002563	2	0	0	0	0	0	0
t002564	0	0	0	0	0	1	0
t002565	0	0	0	0	1	1	0
t002566	0	0	0	0	2	1	0
t002567	0	0	0	1	1	5	-1
t002568	0	0	0	0	0	3	0
t002569	0	0	0	0	0	3	0
t002570	0	0	1	0	0	3	0
t002571	0	0	0	0	0	2	1
t002572	0	0	0	0	0	2	1
t002573	1	0	0	0	0	1	2
t002574	0	0	0	0	1	2	1
t002575	0	0	-1	0	0	0	0
t002576	0	0	-1	0	0	4	0
t002577	0	0	-1	0	0	4	0
t002578	-1	0	0	0	1	0	0
t002579	0	0	1	0	0	0	1
t002580	0	0	0	2	0	0	1
t002581	0	0	0	2	0	1	1
t002582	0	0	0	0	0	0	0
t002583	1	0	0	0	-1	1	0
t002584	0	0	0	2	0	0	0
t002585	0	0	0	2	0	0	0
t002586	0	-1	0	1	0	0	0
t002587	0	0	-1	0	0	0	0
t002588	0	0	-1	0	0	0	0
t002589	0	0	0	0	1	2	0
t002590	1	0	0	0	0	0	0
t002591	0	0	0	1	0	0	0
t002592	0	0	0	1	0	0	0
t002593	0	3	0	0	0	2	0
t002594	0	3	0	0	0	2	0
t002595	0	0	0	0	-1	0	2
t002596	0	0	0	0	2	1	0
t002597	0	0	0	0	0	3	0
t002598	0	0	0	0	0	3	0
t002599	0	0	0	1	0	0	0
t002600	0	0	0	0	0	0	0
t002601	2	1	0	0	0	0	0
t002602	0	0	0	1	0	0	0
t002603	1	0	0	0	0	0	0
t002604	0	0	1	0	0	1	1
t002605	0	0	0	0	0	3	0
t002606	-1	0	1	0	1	1	0
t002607	0	0	0	1	0	0	1
t002608	1	-1	2	0	1	0	1
t002609	0	0	0	0	0	1	0
t002610	0	0	0	0	0	0	0
t002611	0	0	1	0	0	0	0
t002612	0	0	0	0	0	0	1
t002613	0	0	1	0	1	1	1
t002614	0	0	0	1	0	0	0
t002615	-1	0	0	-1	0	0	2
t002616	0	0	0	0	0	3	0
t002617	1	0	0	0	0	0	0
t002618	0	0	0	1	0	1	0
t002619	0	0	0	0	0	4	0
t002620	0	-1	0	0	0	0	0
t002621	0	0	1	0	0	0	0
t002622	0	1	0	0	0	2	2
t002623	0	0	2	0	0	0	0
t002624	0	0	2	0	1	0	0
t002625	1	0	0	0	0	1	0
t002626	0	0	0	0	0	5	0
t002627	0	-1	-1	0	0	0	0
t002628	0	0	-1	1	0	2	0
t002629	0	-1	0	0	0	0	0
t002630	0	1	0	0	1	0	0
t002631	0	0	1	0	0	0	0
t002632	0	0	-1	3	0	0	0
t002633	1	0	0	0	0	0	0
t002634	0	0	1	0	0	0	0
t002635	0	0	0	-1	0	0	1
t002636	0	0	0	1	0	0	0
t002637	0	0	1	1	2	0	0
t002638	1	0	0	2	2	0	-1
t002639	1	0	0	2	2	0	-1
t002640	0	0	0	1	0	1	0
t002641	0	0	1	0	0	0	1
t002642	0	0	0	0	0	0	0
t002643	0	-1	-1	0	0	0	1
t002644	0	0	0	0	0	1	0
t002645	0	0	0	0	0	1	0
t002646	0	-1	0	0	0	2	0
t002647	0	-1	0	0	0	2	0
t002648	1	0	0	-1	-1	1	1
t002649	0	0	0	1	1	0	0
t002650	-1	1	0	1	0	0	0
t002651	0	0	1	0	1	-1	0
t002652	0	0	1	0	1	-1	0
t002653	5	0	0	0	0	0	0
t002654	0	0	0	3	0	0	0
t002655	0	0	0	1	0	0	0
t002656	1	0	0	1	0	0	0
t002657	1	0	0	-1	-1	1	1
t002658	1	0	0	-1	-1	1	1
t002659	1	0	0	0	0	0	0
t002660	0	0	0	1	0	0	0
t002661	0	0	0	2	0	0	0
t002662	0	-1	0	2	1	0	0
t002663	0	1	0	0	0	2	0
t002664	1	1	0	0	0	0	0
t002665	-1	0	0	1	0	0	0
t002666	0	0	1	1	1	0	2
t002667	0	0	0	0	1	0	1
t002668	0	0	0	0	0	0	2
t002669	0	-1	1	0	2	0	1
t002670	1	0	0	0	1	-1	0
t002671	1	0	1	0	1	0	0
t002672	0	0	0	1	0	0	0
t002673	-1	-1	0	-1	0	0	2
t002674	0	0	0	1	1	0	0
t002675	0	0	2	0	0	-1	0
t002676	0	0	1	1	0	-1	0
t002677	1	0	0	0	0	0	-1
t002678	1	0	0	0	1	0	0
t002679	0	0	0	0	0	0	0
t002680	0	0	0	1	1	0	0
t002681	1	0	0	-1	-1	1	1
t002682	0	0	1	0	0	0	0
t002683	-1	0	0	1	0	0	0
t002684	0	0	0	1	1	-1	0
t002685	0	0	2	0	0	0	0
t002686	0	0	2	0	0	0	0
t002687	0	0	1	0	0	0	2
t002688	0	0	0	0	0	1	0
t002689	0	0	3	0	2	0	0
t002690	0	0	3	0	2	0	1
t002691	0	0	0	0	0	0	0
t002692	-1	1	0	1	0	0	0
t002693	0	0	0	1	1	0	0
t002694	0	0	0	1	1	0	0
t002695	1	0	1	0	0	0	0
t002696	0	0	0	0	0	0	1
t002697	0	0	0	2	0	0	1
t002698	0	0	2	0	0	0	0
t002699	0	0	3	0	0	0	0
t002700	0	1	1	1	0	0	0
t002701	0	-2	1	0	2	1	1
t002702	2	0	1	0	0	0	0
t002703	0	0	0	-1	0	0	0
t002704	0	0	-1	1	0	0	0
t002705	0	0	0	1	0	2	0
t002706	0	0	0	1	0	2	0
t002707	0	1	-1	0	1	1	0
t002708	0	1	0	0	1	1	0
t002709	0	0	0	1	0	0	0
t002710	0	0	-1	1	0	0	0
t002711	-1	0	0	0	1	0	0
t002712	1	0	0	0	0	0	0
t002713	1	0	0	1	0	0	0
t002714	0	0	1	1	1	0	0
t002715	0	0	0	1	1	0	0
t002716	0	0	0	1	1	0	0
t002717	0	1	0	0	0	2	0
t002718	-1	0	0	0	1	1	0
t002719	1	-1	0	3	2	0	0
t002720	0	0	-1	1	0	0	0
t002721	0	0	0	1	0	0	1
t002722	1	2	0	0	0	0	2
t002723	1	-1	0	0	0	0	0
t002724	0	0	0	0	0	0	0
t002725	0	0	0	1	0	0	0
t002726	0	0	0	1	0	2	0
t002727	1	0	0	0	0	0	0
t002728	1	0	0	0	0	0	1
t002729	0	0	-1	0	0	0	0
t002730	0	0	0	1	1	0	0
t002731	0	0	0	1	0	0	0
t002732	0	0	1	0	0	0	0
t002733	0	0	0	1	1	0	0
t002734	0	0	0	1	0	0	0
t002735	0	0	0	0	1	0	2
t002736	0	0	0	0	0	0	0
t002737	1	0	3	0	1	0	0
t002738	1	0	0	-1	1	0	0
t002739	1	0	-1	1	0	0	0
t002741	0	0	0	1	0	0	0
t002742	0	0	0	1	0	0	0
t002743	0	-1	0	0	0	-1	0
t002744	0	0	0	0	0	0	0
t002745	0	1	0	1	1	0	0
t002746	0	-2	0	1	1	0	0
t002747	0	-2	0	1	1	0	0
t002748	0	0	0	1	0	0	0
t002749	0	0	0	1	1	0	0
t002750	1	0	0	1	0	0	0
t002751	0	0	0	1	0	0	0
t002752	0	0	0	1	0	0	0
t002753	-1	0	0	1	0	0	0
t002754	1	-1	0	0	1	1	1
t002755	0	0	0	0	0	0	0
t002756	0	2	0	0	0	0	2
t002757	0	1	2	1	0	0	1
t002758	1	0	0	1	0	0	1
t002759	0	0	0	0	1	0	0
t002760	0	0	0	0	1	0	0
t002761	0	0	0	1	0	0	0
t002762	1	0	0	2	3	0	0
t002763	0	0	1	0	5	5	0
t002764	0	0	1	0	1	0	0
t002765	0	0	-1	0	0	0	0
t002766	0	0	0	1	0	0	0
t002767	1	0	0	1	0	0	0
t002768	0	0	-1	2	0	0	0
t002769	2	0	0	0	0	1	0
t002770	0	0	1	0	0	0	0
t002771	0	0	0	0	1	0	0
t002772	0	0	2	0	0	0	0
t002773	0	0	0	0	1	0	0
t002774	0	0	1	1	0	-1	0
t002775	0	0	0	1	0	0	0
t002776	0	0	0	1	0	0	0
t002777	0	0	0	1	0	0	0
t002778	0	0	0	0	0	-1	1
t002779	0	0	1	0	0	0	0
t002780	0	0	1	0	0	0	0
t002781	0	0	0	1	0	0	0
t002782	0	0	0	1	3	0	0
t002783	0	0	0	2	1	0	0
t002784	0	0	0	1	1	0	1
t002785	-1	0	3	0	1	0	0
t002786	-1	1	0	1	0	0	0
t002787	0	0	0	1	0	0	0
t002788	4	0	0	0	0	0	0
t002789	0	0	0	1	1	0	0
t002790	0	0	1	0	0	1	1
t002791	0	0	0	1	0	0	0
t002792	0	0	-1	0	1	1	1
t002793	-1	0	0	1	1	0	1
t002794	1	0	1	0	1	0	0
t002795	1	0	0	0	0	0	0
t002796	0	0	0	1	0	0	0
t002797	0	0	1	1	0	0	2
t002798	0	0	-1	1	0	0	0
t002799	0	0	1	0	0	0	0
t002800	0	0	0	1	1	1	0
t002801	0	0	0	0	2	1	0
t002802	0	0	0	0	0	1	2
t002803	-1	0	-1	0	0	0	0
t002804	0	0	0	0	0	1	0
t002805	0	0	0	0	0	3	1
t002806	0	0	0	0	0	0	0
t002807	0	0	0	1	1	0	0
t002808	0	0	0	1	1	0	0
t002809	0	0	0	1	1	0	0
t002810	1	0	0	0	0	0	0
t002811	0	1	-1	0	0	0	0
t002812	0	0	0	0	0	0	0
t002813	1	0	-1	0	0	0	0
t002814	1	0	0	0	0	0	0
t002815	0	0	0	1	1	0	0
t002816	0	0	0	0	1	0	0
t002817	0	0	0	0	1	0	0
t002818	0	0	2	-1	1	0	0
t002819	0	0	2	-1	1	0	1
t002820	0	0	0	0	0	0	2
t002821	0	0	0	0	0	0	0
t002822	0	0	0	1	1	0	0
t002823	1	0	0	0	0	0	0
t002824	1	0	0	0	0	0	0
t002825	2	0	0	1	0	0	0
t002826	0	0	1	0	0	0	0
t002827	0	0	0	2	1	-1	0
t002828	-1	1	0	1	0	0	0
t002829	0	0	0	0	0	0	2
t002830	0	0	0	0	0	0	1
t002831	0	0	0	0	0	0	1
t002832	0	0	0	0	0	0	0
t002833	0	1	-1	-1	0	0	0
t002834	0	1	-1	-1	0	0	0
t002835	0	0	0	1	0	0	0
t002836	0	0	0	0	1	0	1
t002837	0	0	0	0	0	0	0
t002838	0	0	0	0	0	0	0
t002839	0	3	0	1	1	0	1
t002840	0	0	1	0	-1	1	0
t002841	-2	1	0	0	0	1	0
t002842	0	0	0	0	0	1	0
t002843	-1	0	0	0	0	0	1
t002844	0	0	-1	1	0	0	0
t002845	0	0	0	1	1	0	0
t002846	0	0	0	1	1	0	0
t002847	0	1	0	1	1	0	0
t002848	0	0	0	1	0	0	0
t002849	0	0	0	1	0	0	0
t002850	0	0	1	1	1	0	0
t002851	0	0	-1	0	0	1	0
t002852	0	0	0	1	0	0	0
t002853	3	0	0	0	0	0	1
t002854	0	0	0	1	1	0	0
t002855	1	1	0	2	1	0	0
t002856	0	1	0	0	1	0	1
t002857	0	0	1	1	-1	0	0
t002858	0	0	0	1	0	0	0
t002859	0	0	0	0	2	1	1
t002860	0	0	0	1	0	0	0
t002861	0	0	1	-1	0	0	0
t002862	0	0	0	0	0	5	-1
t002863	0	0	0	0	0	0	1
t002864	0	0	0	1	2	0	0
t002865	0	0	-1	1	2	0	0
t002866	0	0	0	1	0	0	0
t002867	0	0	0	1	1	0	0
t002868	0	0	0	1	2	0	0
t002869	0	0	2	0	0	0	0
t002870	0	0	0	1	0	0	1
t002871	0	0	0	1	0	0	1
t002872	0	0	0	1	0	0	0
t002873	0	0	0	1	0	0	0
t002874	0	0	3	0	2	0	1
t002875	0	0	0	0	0	0	1
t002876	0	1	0	2	0	0	0
t002877	0	0	0	0	0	0	0
t002878	1	0	0	0	0	-1	0
t002879	0	0	0	1	0	0	0
t002880	0	0	0	1	2	0	0
t002881	0	0	0	1	0	0	0
t002882	0	0	0	1	0	0	0
t002883	0	0	0	0	0	0	0
t002884	0	0	0	0	0	0	0
t002885	0	0	0	0	0	0	0
t002886	0	0	0	0	0	0	0
t002887	0	0	0	0	0	0	1
t002888	2	0	1	0	1	-1	0
t002889	0	0	0	1	0	0	0
t002890	-1	0	1	0	0	0	0
t002891	0	0	1	0	0	1	1
t002892	0	0	-1	1	0	0	0
t002893	1	0	0	1	0	0	1
t002894	0	0	3	-1	0	0	0
t002895	4	0	0	0	0	0	0
t002896	0	1	-2	-1	0	0	0
t002897	0	0	0	0	1	0	0
t002898	0	0	0	0	1	0	0
t002899	2	0	0	0	2	0	1
t002900	1	0	0	0	1	0	1
t002901	0	0	-1	1	0	0	0
t002902	0	0	1	0	1	1	0
t002903	0	0	2	0	2	1	0
t002904	1	0	0	1	0	0	0
t002905	1	1	0	2	0	0	2
t002906	0	0	2	0	0	0	0
t002907	0	0	0	1	2	0	0
t002908	0	-1	0	1	3	0	0
t002909	0	0	1	1	1	0	0
t002910	0	1	-2	-1	0	0	0
t002911	2	0	2	0	0	0	0
t002912	1	0	0	0	0	0	0
t002913	1	0	0	0	1	1	0
t002914	0	1	-1	0	1	1	0
t002915	0	0	0	0	0	0	0
t002916	0	0	0	0	2	1	1
t002917	-1	0	0	1	0	0	0
t002918	0	0	0	0	2	0	0
t002919	0	0	0	0	1	1	0
t002920	2	0	3	0	0	1	0
t002921	0	0	0	1	1	0	0
t002922	1	0	0	0	0	0	0
t002923	-1	0	0	1	1	0	1
t002924	0	0	1	1	0	0	0
t002925	-2	0	1	0	1	-1	0
t002926	0	1	1	1	2	0	1
t002927	0	0	0	0	0	0	0
t002928	-1	-1	1	0	0	0	0
t002929	-1	-1	1	0	0	0	0
t002930	0	0	0	2	1	0	0
t002931	0	0	0	0	3	1	0
t002932	0	0	0	1	0	1	0
t002933	0	0	0	1	0	1	0
t002934	0	0	0	1	1	0	0
t002935	0	0	0	0	1	0	0
t002936	0	0	0	0	0	0	0
t002937	0	0	1	0	0	0	0
t002938	2	0	0	0	0	0	0
t002939	0	0	0	0	0	0	0
t002940	0	0	1	0	0	0	0
t002941	0	0	2	0	0	0	0
t002942	0	0	0	0	0	0	1
t002943	2	0	0	0	0	0	0
t002944	1	1	0	0	0	0	0
t002945	1	0	1	0	1	0	2
t002946	0	0	5	0	0	0	0
t002947	0	0	0	0	0	0	0
t002948	0	0	1	1	0	0	0
t002949	-1	1	0	0	0	0	0
t002950	0	0	0	1	0	0	0
t002951	0	0	1	0	2	0	1
t002952	0	-1	-1	1	3	0	0
t002953	-1	0	0	0	0	0	0
t002954	-2	0	0	0	0	1	1
t002955	0	1	0	-1	0	1	0
t002956	0	0	0	0	0	0	0
t002957	0	0	0	1	1	0	0
t002958	0	0	0	0	0	0	0
t002959	0	0	1	-1	0	0	0
t002960	0	0	0	0	0	2	0
t002961	-1	0	0	1	2	0	1
t002962	0	0	0	1	-1	0	0
t002963	0	0	0	1	0	0	0
t002964	0	0	0	1	0	0	0
t002965	0	-1	0	0	0	0	0
t002966	0	0	0	0	1	0	0
t002967	0	0	0	1	1	0	0
t002968	0	0	1	0	-1	0	3
t002969	0	0	-1	1	1	0	0
t002970	0	1	0	2	0	0	1
t002971	1	0	1	0	0	0	1
t002972	0	0	0	0	0	0	1
t002973	0	0	0	0	0	0	2
t002974	0	0	0	0	0	0	0
t002975	0	0	4	0	1	0	0
t002976	0	1	1	1	1	0	0
t002977	0	0	0	2	1	1	0
t002978	0	0	-1	1	0	-1	0
t002979	0	0	-1	1	0	-1	0
t002980	3	0	1	0	0	0	0
t002981	2	0	0	0	0	0	0
t002982	0	0	0	0	2	0	0
t002983	0	0	2	0	1	0	0
t002984	0	0	0	1	1	0	1
t002985	1	0	1	0	2	-1	0
t002986	0	0	0	1	0	0	0
t002987	0	0	0	1	0	0	0
t002988	0	0	0	-1	1	0	0
t002989	0	0	0	-1	3	0	0
t002990	-1	0	0	0	0	0	0
t002991	-1	0	0	0	1	0	0
t002992	0	0	1	2	0	-1	0
t002993	0	0	2	0	0	0	-1
t002994	0	0	1	0	0	0	0
t002995	0	0	0	0	0	0	0
t002996	3	0	0	1	0	0	1
t002997	0	-2	0	1	0	0	0
t002998	0	1	0	1	0	0	0
t002999	-1	0	0	1	-1	0	0
t003000	-1	0	1	-1	0	0	0
t003001	0	0	0	0	0	0	0
t003002	0	0	0	1	1	0	0
t003003	0	0	0	1	1	0	0
t003004	0	0	0	0	1	0	0
t003005	0	0	0	1	0	0	0
t003006	0	0	0	1	1	0	0
t003007	0	0	1	0	1	0	1
t003008	1	0	-1	0	0	0	1
t003009	0	0	0	1	1	0	0
t003010	0	0	0	1	2	0	0
t003011	0	1	0	1	2	0	0
t003012	0	-1	-1	1	3	0	0
t003013	0	0	0	0	0	0	0
t003014	0	0	1	0	0	1	0
t003015	1	0	0	0	1	0	0
t003016	-1	0	0	0	0	0	1
t003017	0	0	-1	1	0	0	0
t003018	0	0	0	0	0	0	0
t003019	0	0	0	0	0	1	1
t003020	0	0	0	0	0	1	1
t003021	0	0	0	0	0	0	1
t003022	0	0	0	0	0	0	1
t003023	0	0	1	1	0	0	0
t003024	0	0	0	0	1	1	0
t003025	0	0	0	0	1	1	0
t003026	0	0	0	0	0	0	0
t003027	0	0	3	0	1	0	0
t003028	-1	0	0	0	1	2	0
t003029	0	0	0	0	0	0	1
t003030	0	0	0	0	0	0	1
t003031	0	0	0	1	0	0	0
t003032	0	0	0	0	0	0	0
t003033	1	0	1	1	0	0	1
t003034	1	0	0	0	0	0	1
t003035	0	0	0	0	0	0	1
t003036	0	0	1	0	0	0	1
t003037	1	0	0	0	0	4	-1
t003038	0	0	1	1	0	0	0
t003039	2	0	1	1	1	0	0
t003040	0	1	0	0	0	0	0
t003041	-1	0	1	0	0	1	0
t003042	0	-1	0	0	1	0	0
t003043	1	0	-1	0	0	0	1
t003044	1	-1	0	0	0	0	0
t003045	0	0	0	0	0	0	0
t003046	3	0	0	0	0	0	0
t003047	0	0	0	0	0	0	0
t003048	0	0	0	0	0	0	0
t003049	2	0	0	0	0	0	0
t003050	0	0	0	0	1	0	1
t003051	1	0	0	0	0	1	0
t003052	0	0	2	0	1	0	0
t003053	1	0	0	0	0	0	0
t003054	0	0	2	-2	0	0	0
t003055	-1	0	0	1	0	0	0
t003056	1	0	0	0	0	0	1
t003057	0	0	0	0	2	1	1
t003058	2	0	0	0	0	0	0
t003059	5	0	0	0	0	1	0
t003060	0	0	1	0	0	0	1
t003061	0	0	0	1	1	0	0
t003062	0	0	0	0	0	0	0
t003063	0	0	0	0	0	0	0
t003064	0	0	0	-1	1	0	0
t003065	0	0	0	0	0	1	1
t003066	0	0	0	0	0	1	1
t003067	0	0	1	1	0	0	0
t003068	0	0	0	0	0	0	1
t003069	0	0	0	0	1	0	1
t003070	0	0	0	1	0	0	0
t003071	-1	0	1	0	1	0	0
t003072	0	0	3	0	0	0	0
t003073	-1	0	0	1	0	0	1
t003074	0	0	0	1	0	0	0
t003075	0	0	1	0	0	0	2
t003076	1	-1	0	0	0	1	0
t003077	0	0	1	0	-1	-1	0
t003078	0	0	0	0	0	1	0
t003079	1	-2	0	0	0	0	1
t003080	0	-1	1	1	0	1	0
t003081	0	-1	1	1	0	1	1
t003082	0	0	-2	1	0	0	1
t003083	3	0	1	0	-1	-1	1
t003084	0	-1	1	0	0	2	0
t003085	0	1	0	0	1	0	0
t003086	0	0	1	0	1	0	0
t003087	0	0	0	1	0	0	0
t003088	-1	0	0	0	1	0	1
t003089	1	0	2	0	0	0	0
t003090	-1	0	0	0	0	0	0
t003091	0	0	0	0	0	3	0
t003092	0	0	0	0	0	1	0
t003093	0	1	0	0	0	0	0
t003094	2	0	0	0	0	0	0
t003095	0	0	0	1	0	0	0
t003096	0	0	0	1	0	0	0
t003097	-1	3	0	1	0	0	0
t003098	0	-1	1	1	0	0	0
t003099	-2	0	0	0	0	0	1
t003100	0	0	0	0	0	0	1
t003101	0	0	2	0	0	0	0
t003102	0	0	0	1	1	0	0
t003103	0	0	1	1	0	0	0
t003104	0	0	1	0	0	2	0
t003105	0	0	0	0	0	0	0
t003106	1	0	0	1	0	0	1
t003107	0	1	1	0	1	-1	0
t003108	0	0	0	0	0	0	1
t003109	0	0	0	0	0	0	0
t003110	0	0	0	0	0	0	0
t003111	0	0	0	0	0	0	0
t003112	0	0	-2	1	0	0	0
t003113	0	0	-2	1	3	0	0
t003114	0	0	0	0	1	1	0
t003115	0	0	0	0	0	0	0
t003116	0	-1	0	1	0	0	0
t003117	0	-1	0	1	0	0	0
t003118	0	0	0	1	0	0	0
t003119	1	0	0	0	0	0	0
t003120	-1	0	0	0	0	0	1
t003121	0	0	0	0	0	0	1
t003122	0	0	0	0	0	0	1
t003123	0	0	1	0	0	0	0
t003124	0	0	0	0	0	0	0
t003125	0	0	0	0	0	0	0
t003126	0	0	0	0	0	0	0
t003127	0	0	1	0	0	1	0
t003128	0	0	0	0	0	0	0
t003129	2	0	0	0	0	0	1
t003130	0	0	0	0	1	0	2
t003131	0	0	0	-1	0	0	0
t003132	0	0	0	0	0	0	0
t003133	0	0	0	1	0	0	0
t003134	1	0	0	1	1	0	0
t003135	0	0	0	0	0	0	2
t003136	0	0	0	-1	-1	0	2
t003137	0	0	1	0	-1	0	0
t003138	0	0	1	0	0	0	0
t003139	1	0	1	0	2	0	0
t003140	0	0	0	1	0	0	1
t003141	1	0	0	0	0	0	2
t003142	0	-1	0	0	1	1	0
t003143	0	0	0	1	1	0	0
t003144	0	0	0	1	1	0	0
t003145	1	0	-1	1	0	0	1
t003146	0	0	1	0	0	0	-1
t003147	0	0	1	0	0	0	-1
t003148	1	0	1	-1	2	0	2
t003149	0	-2	2	0	0	1	-1
t003150	0	-1	2	0	0	0	1
t003151	0	0	1	0	0	0	1
t003152	0	0	0	0	0	0	1
t003153	1	0	0	0	0	0	2
t003154	0	0	0	0	0	0	0
t003155	0	0	0	0	1	0	0
t003156	0	0	0	0	0	4	0
t003157	0	0	1	0	1	0	0
t003158	1	0	0	0	0	0	0
t003159	1	0	0	0	1	0	1
t003160	1	1	2	0	0	0	0
t003161	0	0	2	0	0	-1	0
t003162	0	-1	1	0	0	0	1
t003163	0	0	0	0	0	0	0
t003164	0	0	0	0	0	0	0
t003165	0	0	2	0	-1	0	0
t003166	0	0	0	0	2	0	2
t003167	1	0	-1	0	1	0	1
t003168	0	0	0	0	0	0	1
t003169	0	0	0	0	0	0	1
t003170	0	0	0	0	0	0	2
t003171	0	0	1	0	0	0	1
t003172	0	0	1	0	1	0	0
t003173	0	2	2	-1	0	0	1
t003174	0	0	0	0	0	1	0
t003175	0	0	0	1	0	0	0
t003176	0	0	2	0	0	0	0
t003177	0	-1	0	1	0	1	1
t003178	0	1	0	0	0	0	0
t003179	0	0	0	0	1	-1	0
t003180	0	1	-1	0	1	1	0
t003181	0	0	1	0	0	0	0
t003182	0	0	2	-1	0	-1	0
t003183	0	0	0	0	0	2	0
t003184	0	0	0	0	0	1	0
t003185	0	0	-1	-1	0	0	1
t003186	0	0	0	0	0	0	0
t003187	0	0	0	0	0	0	0
t003188	0	-1	-1	0	0	2	0
t003189	1	-2	0	0	2	2	1
t003190	0	0	0	0	0	1	0
t003191	0	0	0	0	0	0	1
t003192	0	0	0	0	1	2	0
t003193	2	0	0	0	0	0	0
t003194	0	0	0	1	0	0	0
t003195	0	0	0	0	0	0	0
t003196	1	0	0	0	0	2	0
t003197	1	0	0	0	0	0	0
t003198	1	-1	0	0	1	-1	0
t003199	0	0	2	0	0	0	1
t003200	2	0	0	0	0	0	0
t003201	0	1	0	1	0	0	1
t003202	0	0	1	0	0	0	1
t003203	0	0	0	1	-1	0	-1
t003204	-1	0	2	0	0	0	0
t003205	0	0	0	0	0	0	2
t003206	0	0	1	1	1	0	0
t003207	0	0	1	0	0	0	0
t003208	0	0	0	0	0	1	0
t003209	1	0	1	0	0	0	0
t003210	0	0	0	1	0	0	0
t003211	0	0	0	0	0	0	0
t003212	0	0	0	0	-1	0	1
t003213	0	0	3	0	0	0	0
t003214	0	0	0	1	0	0	0
t003215	0	0	0	1	0	0	0
t003216	0	0	0	0	0	1	0
t003217	1	0	1	0	0	0	2
t003218	0	0	0	0	0	0	0
t003219	0	0	0	0	1	0	0
t003220	0	0	0	0	0	2	0
t003221	1	0	2	0	1	1	0
t003222	0	0	2	0	0	2	1
t003223	0	0	1	2	0	0	0
t003224	0	-1	0	0	1	0	0
t003225	1	0	0	0	1	1	0
t003226	0	0	1	1	1	0	0
t003227	0	0	1	0	1	0	0
t003228	0	0	0	0	0	2	0
t003229	0	0	1	1	0	0	0
t003230	0	0	0	1	0	0	0
t003231	2	0	0	0	0	0	0
t003232	2	0	0	0	0	0	0
t003233	0	0	0	1	0	0	0
t003234	1	0	1	0	-1	0	0
t003235	0	0	0	0	0	1	0
t003236	0	0	0	0	1	0	0
t003237	0	0	0	0	0	0	0
t003238	0	0	0	0	0	0	0
t003239	0	0	0	0	0	0	0
t003240	0	0	0	2	4	1	0
