df_index	text
018860	 O PRESIDENTE DA REPÚBLICA FEDERATIVA DO BRASIL, JAIR MESSIAS BOLSONARO SE DESPEDIU DO POVO, AGORA É COM VOCÊS, MEUS CANDIDATOS EX.- FAB - MAB, FORÇAS ARMADAS NO PODER DO BRASIL TIC TAC...
014882	 O PT, com razão, crítica parceria Bolsonaro com Valdemar da Costa Neto. Ai, fecha parceria com Gedel Vieira e família. O que falta de coerência, sobra de hipocresia. E ainda reclama quando o @cirogomes põe o dedo na ferida.
001548	 O VÍNCULO ENTRE A LISTA DE FURNAS, BOLSONARO E AS CONTAS SECRETAS DA FAMÍLIA DE AÉCIO EM LIECHTENSTEIN
007865	 Obrigado Bolsonaro e seus ministros amém e Nossa Senhora rogai por nós à Deus amém
010234	 PARLER VOLTOU! 👇🇧🇷 Contas OFICIAIS da família Bolsonaro no @parler_app : . @jairbolsonaro @FlavioBolsonaro @CarlosBolsonaro @BolsonaroSP  👇👇👇👇👇👇👇🇧🇷 
009841	 Para quem como a família Lira e seus currais eleitorais no nordeste, o voto impresso será uma maravilha.
008359	 Parabéns Bolsonaro e seus ministros amém e Nossa Senhora rogai por nós à Deus amém
004131	 Presidente Jair Messias Bolsonaro e' Realmente 1 Grande Homem de Deus !!!! Graças a Deus !!!! Ame'm .
010854	 Quanto tempo vai demorar pra esses cornos do congresso pautarem o impeachment? Como pode o minúsculo na presidência incitar o caos no meio de uma porra de uma pandemia, fora todas as outras coisas, e não cair? Pelo amor de deus.
008855	 Que Deus tenha misericórdia do povo brasileiro.
020829	" Que tal com a cabeça do ex presidiário e da Esbanja?Será expressão artística?1 peso e 1 medida para o STF ativista?Claro que não!Só pode a do Bolsonaro! ""Estado Democratico de Direito"",que a comunistada enche a boca para ócritas!"
012015	 Se Luladrão (embora seja um absurdo) está na frente de Bolsonaro na disputa da Presidência em 2022 que seja por voto impresso auditável e contagem pública dos votos.
008045	 Sem atuação partidária pró corruptos do PT, PSDB, Mdb, etc. Tudo depende de V. Sas. Façam deus deveres de casa, não fiquem bajulando e soltando corrupotos descaradamente que não haverá perigo algum. Sr. Cardoso: Que tal corrupção nunca mais sr. Min STF
008659	 Sua má gestão diante o país.... graças a Deus tampouco será sempre.
005506	 Turbulência, família e radicalismo: o primeiro ano de Bolsonaro
000194	 acho q o bolsonaro é uma opção diferenciada eu quero morrer deus me dê paciência eu vou morrer nessa cidade
007949	 essa reportagem mostra como o PT e Lula talvez nem tenham aqueles 15 ou 20% de arrancada na próxima eleição porque as pessoas que davam a vida pelo partido, estão achando os 600 reais do Bolsonaro mais válidos do que o bolsa família
006925	 excelentíssimo @jairbolsonaro no qual fui eleitora , acreditei que pelo menos fosse um ser humano cristão e tivesse misericórdia pelo próximo que está sofrendo. O texto abaixo não tem 20 páginas mas diz tudo. Espero que leia. 
000879	 o Santo dos tucanos quer esse sempre comunista como vice, amante de ditadores... Onde vc tirou q militares estão com Rabello picolé de chuchu???
006447	 revela plano de João Doria “A guerra não é contra o (COVID-19), é em busca do poder, utilizando-se do vírus como arma principal” 
009804	 só falta ser preso, junto com a quadrilha da família!
010165	 via @UOLNoticias @UOL/ESTE CONVERSA FROUXA É RESPONSÁVEL PELA CRIATURA SEM ESCRÚPULO DO LULA LADRÃO; ESTE SUJEITO FOI ASSISTENTE DIRETO PARA O CRESCIMENTO DO SEM CARÁTER. AGORA FAZ PARECER QUE O BOLSONARO, NADA ROUBOU; QUALQUER SEMELHANÇA C/ A CORJA!!!
014960	 📣 PR Bolsonaro, não ceda à chantagem! Dê o aumento para os policiais e agentes prisionais. Mande o TERRORISTA do BC pentear macaco ! TERRORISTAS do BC tramam a instabilidade DELIBERADA do Sistema PIX. 💣 Terroristas, Sabotadores da Pátria. . 
008428	!URGENTE! Esquema de Flávio vai para além da rachadinha do Queiroz. @UOLNoticias revela que assessoras de Flávio pagaram advogado de campanha em 2018! Isso não só reforça a prática do desvio, como atesta a corrupção endêmica da família Bolsonaro. Cai a máscara dessa quadrilha!
006162	#04 - Alexandre Frota, o ex-ator pornô que ousa criticar a família Bolsonaro by Gazeta do Povo via #spreaker 
015595	#1deMaio era usado pelos sindicatos para dar festa para trabalhador agora com 12 milhões de desempregados governo conservador do #Bolsonaro usa a data para defender condenado pela justiça e atacar a alta corte 
011656	#29M - Solidariedade Manguinhos/Jacarezinho Após o ato no Rio, entregamos cestas a famílias em Manguinhos e Jacarezinho! Juntos somos mais fortes e capazes de resistir contra o governo da fome de Bolsonaro! O Brasil quer comida, o Brasil quer viver! 
011578	#29MForaBolsonaro 😃#BolsonaroGenocida 💀 Flávio RACHADINHA Bolsonaro ,sem vergonha de ser IMBECIL, faz gestos de arma para carreata contra o governo federal 🙄🙄🙄 🥱🥱🥱🥱😴😴😴😴😴😴😴😴😴😴
001520	#3em1 Alckmin: “armas não resolvem o problema da violência e segurança” Bolsonaro: “quando Alckmin deixar de andar de carro blindado e seguranças armados, eu passo a acreditar nele” Talkei, @roxmo @jairbolsonaro @benebarbosa_mvb ?
001277	#3em1 Alckmin: “armas não resolvem o problema da violência e segurança” Bolsonaro: “quando Alckmin deixar de andar de carro blindado e seguranças armados, eu passo a acreditar nele” 😂😂😂😂😂😂
000648	#ATENÇÃO FAMÍLIA LIVE DO CAPITÃO Durval Ferreira!!! 🔴 SOBRE AS FALAS DE BOLSONARO E MOURÃO, E AS MANIFESTAÇÕES 🔴 LINK DO CANAL DO CAPITÃO:  🔴 PARTICIPE DO NOSSO GRUPO: #IMjá 🔴 CURTA A PÁGINA: Foco Na Democracia & Guararapes 
000650	#ATENÇÃO FAMÍLIA LIVE DO CAPITÃO Durval Ferreira!!! 🔴 SOBRE AS FALAS DE BOLSONARO E MOURÃO, E AS MANIFESTAÇÕES 🔴 LINK DO CANAL DO CAPITÃO:  🔴 PARTICIPE DO NOSSO GRUPO: #IMjá 🔴 CURTA A PÁGINA: Foco Na Democracia &... 
004214	"#AgendaCultural ""Não se enganem, apontando suas armas aos nossos coletivos e trabalhos. A força ancestral de todos os deuses e deusas desse teatro que pulsa, jamais se dobrará aos seus decretos."" "
008680	#AnistiaPadreLodi O STF persegue quem é a favor da vida! Bolsonaro tem que colocar um Ministro HiperMegaUltraBlaster Conservador, para constranger essa turma de Morcegos.
011082	#AoVivo: Brasil recebe 1º lote de vacinas da Pfizer, com um milhão de doses. Acordo do @govbr com a farmacêutica prevê a entrega de cem milhões de vacinas. Carga será recebida por ministros de Estado no Aeroporto Internacional de Viracopos, em Campinas 
011054	#AoVivo: Brasil recebe 1º lote de vacinas da Pfizer, com um milhão de doses. O acordo do @govbr com a farmacêutica prevê a entrega de 100 milhões de vacinas neste ano. 
007878	#ArasCoveiroDaLavaJato Pela prisão em 2 instância, fim do foro privilegiado e avanço da lava jato. Família Bolsonaro, vocês não são maiores que o povo brasileiro unido!!! Estamos em casa, então usamos essa ferramenta p/ repudiar a destruição da lava jato, vindo dos 3 poderes. 
007885	#ArasCoveiroDaLavaJato Pela prisão em 2 instância, fim do foro privilegiado e o avanço da lava jato. Família Bolsonaro, vocês não são maiores que o povo brasileiro unido!!! Estamos em casa, então usamos essa ferramenta p/ repudiar a destruição da lava jato, vindo dos 3 poderes.
014124	#BOLSONARO VAGABUNDO #BOLSONARO LADRÃO 
009721	"#BOLSONAROASSASSINO ""Mano a pessoa comemorar a morte de uma pessoa só para se sentir certo sobre algo, isso é uma coisa abominável que tipo de ser humano nojento, acabou comemorando um SUICÍDIO , parabéns Bolsonaro!!! Que Deus fortaleça essa família..."" #bolsonarogenocida"
009552	#BOLSONAROCORRUPTODOANO Organização criminosa; Rachadinhas; Usa o cargo para encobrir os crimes da família; Favorece o crime organizado. Bolsonaro é um grande corrupto e corruptor!
009648	#BOLSONAROCORRUPTODOANO Organização criminosa; Rachadinhas; Usa o cargo para encobrir os crimes da família; Favorece o crime organizado. Bolsonaro é um grande corrupto e corruptor! 
003414	#BoaViagemPresidente #BolsonaroemIsrael #Ustravive ESTREIA NESTE DOMINGO DIA 31 DE MARÇO, NOS CINEMAS DE TODO BRASIL, O FILME '1964: O BRASIL ENTRE ARMAS E LIVROS' 
003573	#BoaViagemPresidente Deus Abençoe 
003379	#BoaViagemPresidente Jair Bolsonaro Deus ilumine seus caminhos por Israel 🇮🇱
003407	#BoaViagemPresidente Presidente Bolsonaro estará visitando um país abençoado e escolhido por  ele venha aprender com a nação de Israel que Deus deve estar acima de tudo e sempre em primeiro lugar! !!
003439	#BoaViagemPresidente veja a postura dos esquerdistas, não tem como tolerar esse tipo de pessoas, querendo respeito +não tem respeito, vcs vão ter que engolir... Quem ganhou foi Bolsonaro não foi o poste mandado do ladrão, bando de sem noção essa esquerda 
001116	#BolsoGatas Se não fosse Bolsonaro e a beleza da mulher conservadora, falar de política ia ser dose pra leão! 
017499	"#Bolsonaro Quanta educação, que homem fino, a imprensa malvada não tem classe para se dirigir a esse ""ungido de Deus""... "
008883	"#Bolsonaro afirma que vai ""erradicar o comunismo"" do Brasil  - Que disparate. Não se pode erradicar aquilo que nunca existiu (existe sim uma ideologia e essa não se erradica). Existiu (e existe) Fascismo e Social-Fascismo nos regimes ditos comunistas."
012469	#Bolsonaro convoca gado para manifestação pela 'liberdade' no #dia7 mas não admite ser criticado 🤣😂 e tem idiota que ainda dá crédito para o sujeito
018109	#Bolsonaro obrigado por tudo. Mais uma vez o povo escolher Bárrabas acho que isso vai ser sempre assim. Deus nos proteger
015804	#Bolsonaro tem medo ou é campanha política ? Forças Armadas têm o maior ganho salarial entre os servidores federais nos últimos 10 anos @estadao: 
013824	#Bolsonaro vagabundo Noivinha de aristides GENOCIDA negacionista CORRUPTO MACHISTA HOMOFOBICO LADRÃO Charlatão DESGOVERNO DE ferias cm a pátria 🐊🤡😅🙃
005498	#Bolsonaro2018 não foi citado nele eu confio. RT @liamabat: RT @FORUMZN: As 6 frentes de investigação que envolvem a família Bolsonaro  #FORATEMER @bbcbrasil #exclusivo
009057	#Bolsonaro: A FAMÍLIA UNIDA PELA RACHADINHA! A Veja apurou que funcionários suspeitos de estarem envolvidos em rachadinhas no gabinete do #Carluxo receberam mais de R$ 3 milhões em bonificações sem sequer realizar funções que correspondem aos valores. 
011061	#BolsonaroGenocida 💀#BolsonaroCriminoso 💀 Como Deus criou Bolsonaro? Jornalista explica e vídeo viraliza na web 👍🤭🤭😂😂😂😂
020659	#BolsonaroLadrão da nação!!! #BolsonaroPreso 
015591	#BolsonaroMentiroso Fora Bolsonaro e leve junto essa corja de malandro travestidos de cristãos.
001290	#BolsonaroNoJornalNacional Pra bolha comunista é assim: Andressa Urach garota de programa, posando nua, drogas, sem marido, longe da família e do filho: RAINHA! Andressa Urach cristã, temente a Deus, casada, mãe de família e apoia Bolsonaro: TOMARA QUE MORRA! Entenderam?
001133	"#BolsonaroNoRodaViva ""Brasil acima de tudo, Deus acima de todos"". J.M. Bolsonaro."
001048	#BolsonaroNoRodaViva A esquerdalha não disse que o Bolsonaro fugiria dos debates? Esse sim será um debate que valerá a pena, não um encontro entre comunistas caviar. A audiência da TV Cultura vai às alturas. @jairbolsonaro
001041	#BolsonaroNoRodaViva Brasil acima de tudo Deus acima de todos . Avante Bolsonaro !
001124	#BolsonaroNoRodaViva Brasil com Bolsonaro e Deus conosco 
001082	#BolsonaroNoRodaViva Jair Bolsonaro NÃO é o salvador da pátria. 
001039	#BolsonaroNoRodaViva Lula é ladrão Bolsonaro é capitão De que lado você está?
001232	#BolsonaroNoRodaViva O inimigo é a esquerda podre. Comunistas imundos são a maior desgraça da humanidade! 
001036	#BolsonaroNoRodaViva Pra quem diz que não tem candidato bom: Vote 👉👉17 👈👈 no Capitão é Patriota Jair é Honesto Messias é Cristão Votar 👉👉 17 👈👈 Bolsonaro é afirmar: Brasil acima de tudo, Deus acima de todos.
001114	#BolsonaroNoRodaViva Vai contra a família e os bons costumes. Eu entendo de bíblia e sei que o que salva na bíblia são os salmos, somos filhos de Jesus, também e não é dever do Bolsonaro dizer como vai nossa família. Todas as famílias são de Cristo.
001061	#BolsonaroNoRodaViva Vc quer de volta o Brasil? Vc quer VARRER os COMUNISTAS do poder? Bolsonaro presidente!!!
001101	#BolsonaroNoRodaViva Voto no Bolsonaro pq suas proposta são honestas, a sua coragem para enfrentar os esquerdistas corruptos que é a favor das piores baixarias possíveis contra a família tradicional e tbm contra a mídia ludibriadores. 
001033	#BolsonaroNoRodaViva sò eu ou vcs tbm tem medo do bolsonaro ser vítima da agenda  que eles nao querem nimguem que eles não apoiam...que Deus guarde a vida dele
001991	#BolsonaroNão Bolsonaro disse que o auxilio moradia é para comer gente. Ficou vinte anos mamando nas tetas do governo sem fazer porra nenhuma. Fez questão de empregar toda família para mamar nas tetas do governo. Não fez nada pela saúde, segurança e educação 
001927	#BolsonaroPresidente Sergio Moro disse a interlocutores q ñ descarta a possibilidade de aceitar um convite de Jair Bolsonaro p o Ministério da Justiça. O juiz federal também aceitaria de bom grado a indicação p o STF. O Brasil que eu quero está se desenhando graças a Deus
007379	#BolsonaroPrideOfBrazil Cidadãos Agradem ao Presidente BOLSONARO  via @YouTube @CidaMary4 @Birulila1234 @MariaCa22385106 @DEUS_meu_Guia @Neonelemperador @foliver214 @gladis_mello @GebrimBolsonaro @cristiane_hh @IzabelleFores
017855	#BolsonaroReeleito Bolsonaro pede afastamento de Alexandre de Moraes (indicado ao STF por Temer, vice de Dilma, Laranja de Loola, mais depravado ladrão do Brasil) em ação sobre lives no Alvorada 
001190	#BolsonaroRodaViva Sou mulher.......foto 17 Bolsonaro. Por minha família.
003477	#BolsonaroVaiTomarNoCu Você Cristão, vai comemorar a ditadura amanhã com bolsonaro?? 
006667	#Bolsonarogenocida quer armar suas milícias e impede rastreamento de munições, o caso é muito mais grave do que parece  via @UOLNoticias @UOL
015544	#Bora Paulistas E Paulistanos Nossa Liberdade Já Nosso Dever Apoiar O PRESIDENTE BOLSONARO No Decreto E Dar Respostas Ao Barrosão E XANDÃO Bora
004216	#Brasil #Política #Direito #Bolsonaro #SegurançaPública É uma vergonha o MPF pedir que o Congresso e o STF barrem Decretos de armas de Bolsonaro. ão agindo como um petistério público. O MPF deveria estar do lado do sagrado direito de defesa dos cidadãos.
010933	#Brasil #Política #ForçasArmadas #Bolsonaro Um capitão querer de Generais o que nem os Generais Marechais de 1964 quiseram é uma afronta e um desrespeito as Forças Armadas.
015286	#Brasil #Política Dignidade da pessoa humana não tem nada a ver com ser frouxo com marginais. Como se resguarda pluralismo político com partidos que gostam de tiranos comunistas que tem idéia contrárias ao mercado consumidor a democracia? Muitos que odeiam Bolsonaro
007728	#Brasil #Política Eu não sei se serria bom se a escolha fosse dentro da lista tríplece do PGR, já que existe dentro do MPF um petistério público, mas com certeza Aras foi uma escolha podre do Bolsonaro. Infelizmente Bolsonaro usou mal a liberdade constitucional
018231	#Brasil #Política É que o Bolsonaro tem rabo preso família toda envolvida com Queiroz tem roubo corrupção. Mas a justiça vai triunfar. Eu não deixaria barato nada. Mesmo se ocorresse pau u usaria estrutura e desmascararia derrubaria tudo que tem que cair.
001658	#BrasilComBolsonaro #BrasilacimadetudoDeusacimadetodos Bolsonaro sim 17✅ 
001391	#BrasilSeráRoubadoAté31122018 Comunistas no poder assim com fez LuLa e Dilma secarão todo o nosso dinheiro que ainda resta nos cofres. Exatamente pra foder o Brasil e o Bolsonaro que já sabem que irá ganhar no Primeiro Turno ! JÁ VIVEMOS O COMUNISMO NÃO SE ENGANEM !
014340	#BrazilWithUkraine essa guerra tá se projetando como democracias contra países governado por ditadores e socialistas. O povo Brasileiros tem que ficar do lado do EUA e democracias pela nossa liberdade. Bolsonaro fletar com a ideia de ser ditador no Brasil e por isso apoia o puti
019352	#CHARGE 🎨 Cláudio Hebdô | Adeus, pátria e família! Bolsonaro voa pros States e deixa cair uma bandeira do avião 
009275	#CNNnasEleições: Bolsonaro se sai melhor no 2t do que no 1t. Apoiou três candidatos e todos ganharam: Anápolis, Rio Branco e São Gonçalo. Bolso-conservadores também venceram em S. Luís e Vitória, mas perderam em Belém e Fortaleza.
015336	#Charge Cláudio Hebdô | Será que Bolsonaro quer a liberdade de fake news? Ele quer melar a eleição? 
003524	"#CiteUmaMentira No Gov Bolsonaro é ""Brazil"" acima de tudo, Deus acima de todos. 🇺🇸 Opa! Bandeira errada! 🇧🇷"
003184	#ClovisRossi: Bolsonaro admira um assassino e ladrão. 😳😳🤬🤬 Cada um tem o ídolo q merece para se inspirar. 😉🤫😎😢 E o Brasil tem o presidente certo para manter o país no 4o mundo por muito tempo. #PrayForUs #BolsonaroVergonhaNacional 
010930	#ConteComigoPresidente A Deus toda a Honra, Glória, Poder, Magnificência, Majestade, Graça, Vitória, Adoração e Louvor, por todas as Gerações, para todo o Sempre. Amém! 🇧🇷🌅❤️🙏🙏🙏
004457	#DeixeAEsquerdaNoVazio 'Quem acredita na Comissão da Verdade?', questiona Bolsonaro. NINGUÉM!! AQUILO FOI UM CIRCO HERMÉTICO E PRIVADO, ARMADO PELA ESQUERDALHA. PARABÉNS PRESIDENTE @jairbolsonaro (link:  … via @renovamidia
016344	"#DialogosEIdeias ""Quando alguém diz que vai votar no Bolsonaro porquê quer uma arma, está financiando uma arma que pode matar uma liderança de direitos humanos, porque a empresa que fábrica arma é a mesma que compra o ouro ilegal que sai de uma terra indígena"""
003484	#DitaduraNuncaMais | Em nota, PCdoB, PDT, PT, PSB, PSOL e PCB condenam a louvação de Jair Bolsonaro ao golpe e à ditadura militar de 1964. Os partidos não aceitam a tentativa de negar a supressão das liberdades e direitos, bem como... 
001962	"#EAgoraTSE? ""Bolsonaro homenageia torturador no  filhos e apoiadores vestem camiseta ""Ustra Vive"". Bolsonaro simula metralhar a ""petralhada"". Mas segundo o ministro Salomão,é ""distopia simulada"". E liberdade de expressão!Vamos precisar de quantos mortos, ministro?"""
004560	#Edicao18 Bolsonaro 2022/2026 Moro e fechamento da rede Globo,derrota a todos comunistas
002243	#Eduardo Bolsonaro, minha família está esperando a posse de Vosso Pai o presidente Jair bolsonaro, Deus proteja o presidente Jair bolsonaro e seus filhos.
001996	#EleNão #SeuVotoMePoeEmRisco #BolsonaroèoCaralho Mais armas? Bolsonaro disse que perserguir todos os opositores, que vai acabar com os mi mi mi de mulheres, gays e negros. Não e é só acabar com as cotas, é acabar com ensino fundamental, disse que só brancos tem direito a estudar
001692	#EleNão #ÉPelaVidadasMulheres Por quê somos CONTRA Bolsonaro? 5. Tem como candidato à Vice, um General que defende a tomada do poder pelas Forças Armadas. 
009238	#Eleicoes2020 Família Bolsonaro sai em defesa do voto impresso 
000950	"#EnfiemAsPanelasNoCu Bolsonaro empregou a família toda no Estado e se diz ""liberal"" menos impostos, ou deve querer taxar só os mais pobres 'céteris paribus' pros mais ricos, preferencialmente os brancos E têm filhos das putas que acredita nesse bosta, claro Acreditaram em Aécio"
003177	#ExPresidenteBolsonaro Admira assasino e ladrão 
005551	#Exclusivo As 6 frentes de investigação que envolvem a família Bolsonaro 
015899	#FLAVINHOLADRÃO BOLSONARO ASSASSINO JAIR NÃO É CRISTÃO #CuritibaSemRacismo JAIR SAQUEOU O BRASIL É 13 CONFIRMA #LulaNoPrimeiroTurno #JusticaPorGenivaldo CHORA GADO LULA NO PRIMEIRO TURNO 
015666	#FLAVINHOLADRÃO BOLSONARO ASSASSINO JAIR NÃO É CRISTÃO BANDIDO É VOCÊ JAIR VAGABUNDO DA REPUBLICA É 13 CONFIRMA #LulaNoPrimeiroTurno #JusticaPorGenivaldo CHORA GADO LULA NO PRIMEIRO TURNO 
010842	#FORABOLSONARO . Para que o Senado ,A Camara dos Deputados e as Forças Armadas recuperem o respeito e a admiração do Brasileiro é preciso tirar Bolsonaro do Governo e que Mourão assuma até as eleições de 2022 . #FORABOLSONARO #ASSUMAGENERALMOURÃO . 
002317	#Fantastico E hoje será que o programa irá falar do escândalo financeiro envolvendo a família Bolsonaro? Se não falar hoje, ficarás mudo até ,2023.
007473	#Fantastico exibindo pessoas ricas, familiares de políticos recebendo auxílio emergencial e debochando disso. Gente q fez protesto contra a corrupção (aquela família tradicional brasileira q veste camisa amarela) tirando da boca e da mesa de quem não tem. Ódio nível hard! 🤬
008150	#Fantástico A família da Flor de Lis é a familia que o Bolsonaro acredita!
002367	#Fantástico Pra variar o fantástico estragando a matéria de posse do Nosso Novo Presidente Bolsonaro, mostrando ladrão junto. Lula tá preso e com provas e vcs continuem aí procurando provas contra o Flávio ou qq outro Bolsonaro. Só não esqueçam que o povo está do lado deles.
006732	#FechadoComBolsonaro Não somos apaixonados por Bolsonaro, somos apaixonados com as causas que ele defende, ou seja: família, religião, trabalho e honestidade. 
019512	#Folha Famílias pobres são enganadas e pagam para receber cisternas, durante governo Bolsonaro 
013571	"#FomeNoBrasil | O FIM DO BOLSA FAMÍLIA = FOME 🚫 A situação de fome é grave, e Bolsonaro não prorrogou o Auxílio Emergencial, e ainda acabou com o Bolsa Família. No lugar, um programa provisório: o ""Auxílio Brasil"". ✅ Região Centro-Oeste = 2.314.379 de pessoas excluídas. "
012148	#ForaBolsonaroGenocidaeCorrupto e toda a sua corja!!! BOLSONARO LADRÃO DE VACINA 
012705	#ForaGarimpo! Autoridades de sete países europeus afirmam compartilhar da preocupação da ONU sobre os ataques sofridos pelos Yanomami e Munduruku por garimpeiros ilegais. Elas se dizem alarmadas com o fracasso brasileiro em controlar invasões. 
012143	#ForaGuedes #ForaBolsonaroGenocidaeCorrupto e toda a sua corja!!! BOLSONARO LADRÃO DE VACINA!!! 
000239	#GloboLixoComunista A maior emissora de TV da Am. Latina, a serviço dos Globalistas, @RedeGlobo, desesperada com o crescimento da candidatura de @JairBolsoraro, esta boicotando a divulgação da sua candidatura, mas poderá ser penalizada por isso. 
010512	#Golpe? Sem apoio da população, Congresso, STF, PIB, Faria Limers, Forças Armadas, imprensa, Bolsonaro entra em modo surto. Como aquele cara que, perdendo no xadrez, derruba o tabuleiro num pontapé.
